Web Search interest: ebola
Costa Rica; United States
Past 30 days

Interest over time
Day,Costa Rica,United States
2014-10-04,19,48
2014-10-05,15,42
2014-10-06,13,41
2014-10-07,17,34
2014-10-08,27,53
2014-10-09,34,56
2014-10-10,27,41
2014-10-11,25,28
2014-10-12,23,46
2014-10-13,35,52
2014-10-14,39,55
2014-10-15,29,90
2014-10-16,36,100
2014-10-17,33,82
2014-10-18,16,51
2014-10-19,14,36
2014-10-20,20,33
2014-10-21,17,34
2014-10-22,10,26
2014-10-23,10,22
2014-10-24,16,51
2014-10-25,7,23
2014-10-26,9,20
2014-10-27,7,24
2014-10-28,6,20
2014-10-29,6,17
2014-10-30,6,14
2014-10-31,5,13
2014-11-01,5,10
2014-11-02, , 
2014-11-03, , 


Top subregions for Costa Rica
Subregion,Costa Rica
Alajuela,100
San Jose,99
Cartago,0
Guanacaste,0
Heredia Province,0
Limon,0
Puntarenas,0

Top subregions for United States
Subregion,United States
Texas,100
Oklahoma,93
New York,87
Louisiana,86
Delaware,86
District of Columbia,86
South Dakota,86
Connecticut,84
West Virginia,82
Maine,82
Mississippi,81
Vermont,81
Ohio,80
Alabama,80
Arkansas,79
New Jersey,77
Wyoming,76
North Dakota,76
Rhode Island,74
Maryland,74
Montana,73
Illinois,71
Alaska,71
Georgia,70
New Hampshire,69
Massachusetts,69
Kansas,68
Kentucky,68
Missouri,68
Tennessee,68
Florida,68
Pennsylvania,67
Michigan,67
North Carolina,67
Nevada,67
South Carolina,66
Nebraska,66
New Mexico,65
Hawaii,64
Colorado,63
Indiana,63
California,63
Iowa,63
Wisconsin,62
Arizona,61
Idaho,61
Minnesota,60
Washington,60
Utah,50
Virginia,47
Oregon,31


Top cities for Costa Rica
City,Costa Rica
San Jose,100

Top cities for United States
City,United States
Dallas,100
Richardson,90
Goldsby,90
Grapevine,87
New York,83
Fresno,78
New Orleans,77
Westland,76
Washington,76
Austin,75
Alexandria,73
Columbus,72
Houston,70
Chicago,67
San Antonio,66



Top searches for Costa Rica
el ebola,100
virus ebola,50
que es ebola,45
ebola sintomas,40
ebola costa rica,35
sintomas del ebola,25

Top searches for United States
virus ebola,100
ebola symptoms,80
us ebola,45
news ebola,45
news,45
ebola outbreak,40
what is ebola,40
ebola in us,35
ebola texas,25
ebola dallas,25
symptoms of ebola,25
ebola nurse,20
ebola patient,20
ebola cases,20
ebola cdc,20
ebola 2014,20
cdc,20
ebola africa,15
ebola spread,15
ebola usa,15
ebola new york,15
airborne ebola,15
who ebola,10
ebola zombie,10
ebola cure,10
ebola update,10
ebola in texas,10
ebola map,10
nyc ebola,10
cnn,10
cnn ebola,10
ebola disease,10
us ebola cases,10
ebola in africa,10
ebola death,10
duncan ebola,10
ebola patients,5
ebola virus symptoms,5
ebola in usa,5
ebola vaccine,5
ebola ohio,5
where is ebola,5
ebola ny,5
ebola in dallas,5
ebola united states,5
ebola victim,5
obama ebola,5
ebola costume,5
is ebola airborne,5
el ebola,5



Rising searches for Costa Rica
ebola costa rica,Breakout
sintomas del ebola,Breakout

Rising searches for United States
ebola nurse,+3,600%
ebola costume,+1,000%
nyc ebola,+900%
ebola ohio,+500%
ebola new york,+300%
ebola ny,+200%
duncan ebola,+150%
ebola cases,+130%
us ebola cases,+130%
is ebola airborne,+70%



